,Path,Label,loss,pred_true,Prediction
5603,PetImages/Dog/3791.jpg,Dog,0.026990628,1,Dog
77,PetImages/Dog/10066.jpg,Dog,0.026987728,1,Dog
75,PetImages/Dog/10064.jpg,Dog,0.026987495,1,Dog
2246,PetImages/Dog/12018.jpg,Dog,0.02697589,1,Dog
9304,PetImages/Dog/7121.jpg,Dog,0.026964867,1,Dog
3706,PetImages/Dog/2083.jpg,Dog,0.02693957,0,Cat
9522,PetImages/Dog/7318.jpg,Dog,0.02690557,1,Dog
4141,PetImages/Dog/2475.jpg,Dog,0.026896868,1,Dog
8038,PetImages/Dog/5983.jpg,Dog,0.026884334,1,Dog
5424,PetImages/Dog/363.jpg,Dog,0.026871685,1,Dog
3883,PetImages/Dog/2242.jpg,Dog,0.02686391,1,Dog
7110,PetImages/Dog/5147.jpg,Dog,0.026861705,1,Dog
9375,PetImages/Dog/7186.jpg,Dog,0.026854279,1,Dog
9079,PetImages/Dog/692.jpg,Dog,0.026826194,1,Dog
7391,PetImages/Dog/540.jpg,Dog,0.026807973,1,Dog
614,PetImages/Dog/1055.jpg,Dog,0.026799617,1,Dog
3450,PetImages/Dog/1853.jpg,Dog,0.026788011,1,Dog
11413,PetImages/Dog/902.jpg,Dog,0.026778726,1,Dog
11084,PetImages/Dog/8724.jpg,Dog,0.026766308,0,Cat
3130,PetImages/Dog/1565.jpg,Dog,0.02674797,0,Cat
7838,PetImages/Dog/5802.jpg,Dog,0.026724176,1,Dog
3522,PetImages/Dog/1918.jpg,Dog,0.026716748,0,Cat
5680,PetImages/Dog/3860.jpg,Dog,0.026695972,1,Dog
9294,PetImages/Dog/7112.jpg,Dog,0.026692025,1,Dog
4377,PetImages/Dog/2688.jpg,Dog,0.026688311,1,Dog
1868,PetImages/Dog/11679.jpg,Dog,0.026649775,0,Cat
5071,PetImages/Dog/3311.jpg,Dog,0.026635846,1,Dog
807,PetImages/Dog/10723.jpg,Dog,0.026613792,1,Dog
1424,PetImages/Dog/11279.jpg,Dog,0.026583264,0,Cat
12042,PetImages/Dog/9587.jpg,Dog,0.026576763,1,Dog
8406,PetImages/Dog/6313.jpg,Dog,0.026559,1,Dog
5830,PetImages/Dog/3996.jpg,Dog,0.026502931,1,Dog
513,PetImages/Dog/10459.jpg,Dog,0.02649074,1,Dog
11122,PetImages/Dog/8759.jpg,Dog,0.026488652,0,Cat
4715,PetImages/Dog/2992.jpg,Dog,0.026465781,1,Dog
5363,PetImages/Dog/3575.jpg,Dog,0.02645928,1,Dog
7171,PetImages/Dog/5201.jpg,Dog,0.026425263,1,Dog
5188,PetImages/Dog/3417.jpg,Dog,0.026423521,1,Dog
6593,PetImages/Dog/4682.jpg,Dog,0.026397863,0,Cat
2125,PetImages/Dog/1191.jpg,Dog,0.026345033,1,Dog
6142,PetImages/Dog/4276.jpg,Dog,0.026342712,1,Dog
12494,PetImages/Dog/9994.jpg,Dog,0.026312174,1,Dog
9856,PetImages/Dog/7619.jpg,Dog,0.026309503,1,Dog
49,PetImages/Dog/10040.jpg,Dog,0.026297545,1,Dog
6275,PetImages/Dog/4396.jpg,Dog,0.026294293,1,Dog
12196,PetImages/Dog/9725.jpg,Dog,0.0262893,1,Dog
6888,PetImages/Dog/4948.jpg,Dog,0.026286049,0,Cat
9173,PetImages/Dog/7003.jpg,Dog,0.026279546,1,Dog
11350,PetImages/Dog/8964.jpg,Dog,0.026245408,1,Dog
11080,PetImages/Dog/8720.jpg,Dog,0.026238555,0,Cat
11011,PetImages/Dog/8659.jpg,Dog,0.02621057,1,Dog
206,PetImages/Dog/10182.jpg,Dog,0.026204066,0,Cat
11748,PetImages/Dog/9321.jpg,Dog,0.02618955,0,Cat
10354,PetImages/Dog/8067.jpg,Dog,0.026160054,1,Dog
2085,PetImages/Dog/11874.jpg,Dog,0.02611662,1,Dog
9336,PetImages/Dog/7150.jpg,Dog,0.026116155,1,Dog
9152,PetImages/Dog/6986.jpg,Dog,0.026061686,0,Cat
8292,PetImages/Dog/6210.jpg,Dog,0.02605437,1,Dog
6896,PetImages/Dog/4955.jpg,Dog,0.026053673,1,Dog
10620,PetImages/Dog/8306.jpg,Dog,0.026047865,1,Dog
9595,PetImages/Dog/7384.jpg,Dog,0.026046587,1,Dog
1159,PetImages/Dog/1104.jpg,Dog,0.026016971,1,Dog
7427,PetImages/Dog/5432.jpg,Dog,0.026010234,1,Dog
7169,PetImages/Dog/520.jpg,Dog,0.025999315,1,Dog
1963,PetImages/Dog/11764.jpg,Dog,0.025968071,1,Dog
4132,PetImages/Dog/2467.jpg,Dog,0.025964934,1,Dog
10660,PetImages/Dog/8342.jpg,Dog,0.025947977,0,Cat
11002,PetImages/Dog/8650.jpg,Dog,0.025935547,1,Dog
2444,PetImages/Dog/12197.jpg,Dog,0.02590488,1,Dog
4459,PetImages/Dog/2761.jpg,Dog,0.025860392,1,Dog
8203,PetImages/Dog/6130.jpg,Dog,0.025845056,1,Dog
7772,PetImages/Dog/5743.jpg,Dog,0.025813458,1,Dog
2351,PetImages/Dog/12112.jpg,Dog,0.025797311,1,Dog
760,PetImages/Dog/10681.jpg,Dog,0.025779536,1,Dog
10336,PetImages/Dog/8050.jpg,Dog,0.02577698,1,Dog
3531,PetImages/Dog/1926.jpg,Dog,0.025774077,1,Dog
2478,PetImages/Dog/12227.jpg,Dog,0.025766756,1,Dog
9533,PetImages/Dog/7328.jpg,Dog,0.02575723,1,Dog
8928,PetImages/Dog/6784.jpg,Dog,0.025755953,1,Dog
8340,PetImages/Dog/6254.jpg,Dog,0.025740152,1,Dog
8325,PetImages/Dog/6240.jpg,Dog,0.02573167,1,Dog
7632,PetImages/Dog/5617.jpg,Dog,0.025700185,1,Dog
6683,PetImages/Dog/4763.jpg,Dog,0.025689961,1,Dog
9310,PetImages/Dog/7127.jpg,Dog,0.025656266,1,Dog
6681,PetImages/Dog/4761.jpg,Dog,0.025628729,1,Dog
5316,PetImages/Dog/3532.jpg,Dog,0.0256278,1,Dog
8333,PetImages/Dog/6248.jpg,Dog,0.025596775,1,Dog
5477,PetImages/Dog/3678.jpg,Dog,0.025593521,1,Dog
1073,PetImages/Dog/10963.jpg,Dog,0.02556912,1,Dog
778,PetImages/Dog/10698.jpg,Dog,0.025565634,1,Dog
6599,PetImages/Dog/4688.jpg,Dog,0.025499746,1,Dog
9715,PetImages/Dog/7492.jpg,Dog,0.02549533,1,Dog
806,PetImages/Dog/10722.jpg,Dog,0.025489753,1,Dog
4876,PetImages/Dog/3136.jpg,Dog,0.025470346,1,Dog
7521,PetImages/Dog/5517.jpg,Dog,0.02540852,1,Dog
7034,PetImages/Dog/5079.jpg,Dog,0.025400965,1,Dog
11005,PetImages/Dog/8653.jpg,Dog,0.025391668,1,Dog
5555,PetImages/Dog/3748.jpg,Dog,0.025380278,1,Dog
7268,PetImages/Dog/529.jpg,Dog,0.02537714,1,Dog
9720,PetImages/Dog/7497.jpg,Dog,0.025371328,0,Cat
1633,PetImages/Dog/11467.jpg,Dog,0.025366679,1,Dog
1758,PetImages/Dog/1158.jpg,Dog,0.02536087,1,Dog
3578,PetImages/Dog/1969.jpg,Dog,0.025339715,1,Dog
6063,PetImages/Dog/4204.jpg,Dog,0.0253131,1,Dog
777,PetImages/Dog/10697.jpg,Dog,0.025312867,0,Cat
8799,PetImages/Dog/6668.jpg,Dog,0.025268001,1,Dog
5147,PetImages/Dog/3380.jpg,Dog,0.025252542,0,Cat
2577,PetImages/Dog/12316.jpg,Dog,0.025211276,1,Dog
11237,PetImages/Dog/8862.jpg,Dog,0.025187097,1,Dog
11511,PetImages/Dog/9108.jpg,Dog,0.025174893,1,Dog
12247,PetImages/Dog/9771.jpg,Dog,0.02515885,1,Dog
8798,PetImages/Dog/6667.jpg,Dog,0.025155945,1,Dog
5194,PetImages/Dog/3422.jpg,Dog,0.02514804,1,Dog
6416,PetImages/Dog/4522.jpg,Dog,0.025141645,1,Dog
3756,PetImages/Dog/2128.jpg,Dog,0.02514002,0,Cat
8858,PetImages/Dog/6720.jpg,Dog,0.02513595,1,Dog
12493,PetImages/Dog/9993.jpg,Dog,0.02509991,1,Dog
9707,PetImages/Dog/7485.jpg,Dog,0.02507945,1,Dog
10456,PetImages/Dog/8159.jpg,Dog,0.025058525,1,Dog
2719,PetImages/Dog/12444.jpg,Dog,0.02504899,1,Dog
10856,PetImages/Dog/8519.jpg,Dog,0.025042597,1,Dog
11576,PetImages/Dog/9167.jpg,Dog,0.02504155,1,Dog
2867,PetImages/Dog/1328.jpg,Dog,0.025031203,1,Dog
4841,PetImages/Dog/3104.jpg,Dog,0.025017949,1,Dog
10778,PetImages/Dog/8449.jpg,Dog,0.024998998,1,Dog
1370,PetImages/Dog/1123.jpg,Dog,0.024991672,1,Dog
8563,PetImages/Dog/6455.jpg,Dog,0.024989463,0,Cat
3071,PetImages/Dog/1511.jpg,Dog,0.02497958,1,Dog
11689,PetImages/Dog/9269.jpg,Dog,0.02496993,1,Dog
12193,PetImages/Dog/9722.jpg,Dog,0.024954699,1,Dog
9137,PetImages/Dog/6972.jpg,Dog,0.024949234,1,Dog
5024,PetImages/Dog/327.jpg,Dog,0.024943653,1,Dog
3677,PetImages/Dog/2057.jpg,Dog,0.024930282,1,Dog
1544,PetImages/Dog/11387.jpg,Dog,0.024927143,1,Dog
8869,PetImages/Dog/6730.jpg,Dog,0.024919817,0,Cat
4879,PetImages/Dog/3139.jpg,Dog,0.024895981,1,Dog
4951,PetImages/Dog/3203.jpg,Dog,0.024894236,1,Dog
2123,PetImages/Dog/11908.jpg,Dog,0.02489005,1,Dog
2665,PetImages/Dog/12396.jpg,Dog,0.02486284,0,Cat
140,PetImages/Dog/10122.jpg,Dog,0.024848655,1,Dog
4058,PetImages/Dog/240.jpg,Dog,0.024832606,1,Dog
8885,PetImages/Dog/6745.jpg,Dog,0.024800511,1,Dog
3594,PetImages/Dog/1983.jpg,Dog,0.024783649,1,Dog
9981,PetImages/Dog/7731.jpg,Dog,0.024780743,1,Dog
3355,PetImages/Dog/1768.jpg,Dog,0.024779115,0,Cat
2236,PetImages/Dog/12009.jpg,Dog,0.024736434,1,Dog
5883,PetImages/Dog/4042.jpg,Dog,0.02471736,0,Cat
2186,PetImages/Dog/11965.jpg,Dog,0.024646882,1,Dog
2298,PetImages/Dog/12065.jpg,Dog,0.02464665,1,Dog
11484,PetImages/Dog/9084.jpg,Dog,0.024642928,1,Dog
1357,PetImages/Dog/11218.jpg,Dog,0.024630133,1,Dog
11780,PetImages/Dog/9350.jpg,Dog,0.024626644,1,Dog
5057,PetImages/Dog/33.jpg,Dog,0.024590705,1,Dog
5538,PetImages/Dog/3732.jpg,Dog,0.024521261,1,Dog
7893,PetImages/Dog/5852.jpg,Dog,0.02451568,0,Cat
6490,PetImages/Dog/459.jpg,Dog,0.024515562,1,Dog
10951,PetImages/Dog/8604.jpg,Dog,0.024498696,0,Cat
2819,PetImages/Dog/1285.jpg,Dog,0.02447136,0,Cat
5180,PetImages/Dog/341.jpg,Dog,0.0244517,1,Dog
2626,PetImages/Dog/12360.jpg,Dog,0.024444487,1,Dog
6692,PetImages/Dog/4771.jpg,Dog,0.024423432,1,Dog
3500,PetImages/Dog/1899.jpg,Dog,0.024416335,1,Dog
10117,PetImages/Dog/7854.jpg,Dog,0.02441517,0,Cat
10564,PetImages/Dog/8256.jpg,Dog,0.024410866,0,Cat
12368,PetImages/Dog/9880.jpg,Dog,0.024409238,1,Dog
4964,PetImages/Dog/3215.jpg,Dog,0.024393765,1,Dog
3507,PetImages/Dog/1904.jpg,Dog,0.024390042,1,Dog
11972,PetImages/Dog/9523.jpg,Dog,0.024381084,1,Dog
5442,PetImages/Dog/3646.jpg,Dog,0.02437969,1,Dog
9937,PetImages/Dog/7692.jpg,Dog,0.024356421,1,Dog
9570,PetImages/Dog/7361.jpg,Dog,0.02431442,1,Dog
286,PetImages/Dog/10254.jpg,Dog,0.024312442,0,Cat
9194,PetImages/Dog/7022.jpg,Dog,0.024281843,1,Dog
11713,PetImages/Dog/9290.jpg,Dog,0.024279516,0,Cat
10567,PetImages/Dog/8259.jpg,Dog,0.02427242,1,Dog
11920,PetImages/Dog/9477.jpg,Dog,0.024261016,1,Dog
12212,PetImages/Dog/974.jpg,Dog,0.02425392,1,Dog
1933,PetImages/Dog/11737.jpg,Dog,0.02423891,1,Dog
4087,PetImages/Dog/2426.jpg,Dog,0.024212614,1,Dog
9130,PetImages/Dog/6966.jpg,Dog,0.02420505,1,Dog
6311,PetImages/Dog/4428.jpg,Dog,0.024204584,1,Dog
4140,PetImages/Dog/2474.jpg,Dog,0.024204118,1,Dog
876,PetImages/Dog/10786.jpg,Dog,0.024197835,1,Dog
534,PetImages/Dog/10478.jpg,Dog,0.024192251,1,Dog
8789,PetImages/Dog/6659.jpg,Dog,0.024184106,1,Dog
1162,PetImages/Dog/11042.jpg,Dog,0.024177706,1,Dog
4185,PetImages/Dog/2514.jpg,Dog,0.024150593,0,Cat
5064,PetImages/Dog/3305.jpg,Dog,0.024130927,1,Dog
1522,PetImages/Dog/11367.jpg,Dog,0.02411929,1,Dog
3109,PetImages/Dog/1546.jpg,Dog,0.024110563,1,Dog
9275,PetImages/Dog/7096.jpg,Dog,0.024087055,1,Dog
5204,PetImages/Dog/3431.jpg,Dog,0.02406343,1,Dog
6903,PetImages/Dog/4961.jpg,Dog,0.024053656,1,Dog
3671,PetImages/Dog/2051.jpg,Dog,0.024046442,1,Dog
10269,PetImages/Dog/7991.jpg,Dog,0.024034686,1,Dog
5934,PetImages/Dog/4089.jpg,Dog,0.023994535,1,Dog
12184,PetImages/Dog/9714.jpg,Dog,0.023985457,1,Dog
8420,PetImages/Dog/6326.jpg,Dog,0.023981035,1,Dog
427,PetImages/Dog/10381.jpg,Dog,0.023980454,1,Dog
10471,PetImages/Dog/8172.jpg,Dog,0.023976728,1,Dog
5801,PetImages/Dog/397.jpg,Dog,0.02397021,1,Dog
5517,PetImages/Dog/3713.jpg,Dog,0.02396928,1,Dog
8675,PetImages/Dog/6556.jpg,Dog,0.023965789,0,Cat
2725,PetImages/Dog/1245.jpg,Dog,0.023948446,1,Dog
3866,PetImages/Dog/2227.jpg,Dog,0.023943208,1,Dog
8494,PetImages/Dog/6393.jpg,Dog,0.023938902,0,Cat
9257,PetImages/Dog/708.jpg,Dog,0.023937622,1,Dog
1132,PetImages/Dog/11015.jpg,Dog,0.023929825,0,Cat
1869,PetImages/Dog/1168.jpg,Dog,0.02391155,1,Dog
1409,PetImages/Dog/11265.jpg,Dog,0.023907593,1,Dog
10180,PetImages/Dog/7910.jpg,Dog,0.023907593,0,Cat
2165,PetImages/Dog/11946.jpg,Dog,0.023899795,1,Dog
2324,PetImages/Dog/12089.jpg,Dog,0.023895722,1,Dog
1152,PetImages/Dog/11033.jpg,Dog,0.023880124,1,Dog
3056,PetImages/Dog/1499.jpg,Dog,0.023862315,0,Cat
10568,PetImages/Dog/826.jpg,Dog,0.02385859,1,Dog
2608,PetImages/Dog/12344.jpg,Dog,0.023807025,1,Dog
657,PetImages/Dog/10589.jpg,Dog,0.023795733,1,Dog
9611,PetImages/Dog/7399.jpg,Dog,0.023782812,1,Dog
7881,PetImages/Dog/5841.jpg,Dog,0.023780135,1,Dog
4244,PetImages/Dog/2568.jpg,Dog,0.023760345,1,Dog
10985,PetImages/Dog/8635.jpg,Dog,0.023732523,1,Dog
1086,PetImages/Dog/10975.jpg,Dog,0.023727285,1,Dog
7731,PetImages/Dog/5706.jpg,Dog,0.023692826,1,Dog
3306,PetImages/Dog/1723.jpg,Dog,0.023669774,0,Cat
2536,PetImages/Dog/1228.jpg,Dog,0.023661392,1,Dog
7201,PetImages/Dog/5229.jpg,Dog,0.023650564,1,Dog
53,PetImages/Dog/10044.jpg,Dog,0.023646954,1,Dog
8597,PetImages/Dog/6486.jpg,Dog,0.02364253,1,Dog
6001,PetImages/Dog/4149.jpg,Dog,0.023636244,1,Dog
124,PetImages/Dog/10108.jpg,Dog,0.023618547,0,Cat
12430,PetImages/Dog/9936.jpg,Dog,0.02359561,1,Dog
843,PetImages/Dog/10756.jpg,Dog,0.023545312,0,Cat
12406,PetImages/Dog/9914.jpg,Dog,0.023500483,1,Dog
4416,PetImages/Dog/2722.jpg,Dog,0.023500368,1,Dog
8491,PetImages/Dog/6390.jpg,Dog,0.023498505,1,Dog
7988,PetImages/Dog/5938.jpg,Dog,0.023483017,1,Dog
1815,PetImages/Dog/11630.jpg,Dog,0.023473935,1,Dog
9783,PetImages/Dog/7553.jpg,Dog,0.023471024,1,Dog
4771,PetImages/Dog/3041.jpg,Dog,0.023454838,1,Dog
9455,PetImages/Dog/7258.jpg,Dog,0.02344692,0,Cat
1772,PetImages/Dog/11592.jpg,Dog,0.02344529,1,Dog
5953,PetImages/Dog/4105.jpg,Dog,0.023444358,1,Dog
8033,PetImages/Dog/5979.jpg,Dog,0.023442844,1,Dog
10257,PetImages/Dog/7980.jpg,Dog,0.023433529,1,Dog
11946,PetImages/Dog/950.jpg,Dog,0.0234227,1,Dog
4062,PetImages/Dog/2403.jpg,Dog,0.023421185,0,Cat
704,PetImages/Dog/10630.jpg,Dog,0.023416527,0,Cat
5122,PetImages/Dog/3358.jpg,Dog,0.0234135,1,Dog
5100,PetImages/Dog/3338.jpg,Dog,0.023377165,1,Dog
1830,PetImages/Dog/11644.jpg,Dog,0.023351546,1,Dog
1081,PetImages/Dog/10970.jpg,Dog,0.023348518,1,Dog
10581,PetImages/Dog/8271.jpg,Dog,0.023319053,1,Dog
72,PetImages/Dog/10061.jpg,Dog,0.023304611,0,Cat
1198,PetImages/Dog/11075.jpg,Dog,0.023289705,1,Dog
11674,PetImages/Dog/9255.jpg,Dog,0.023279222,1,Dog
2431,PetImages/Dog/12185.jpg,Dog,0.023275612,1,Dog
7335,PetImages/Dog/535.jpg,Dog,0.023273049,1,Dog
114,PetImages/Dog/101.jpg,Dog,0.023259424,1,Dog
4651,PetImages/Dog/2934.jpg,Dog,0.023240555,1,Dog
12188,PetImages/Dog/9718.jpg,Dog,0.023193266,1,Dog
146,PetImages/Dog/10128.jpg,Dog,0.023191286,1,Dog
7290,PetImages/Dog/5309.jpg,Dog,0.023179872,1,Dog
1493,PetImages/Dog/11340.jpg,Dog,0.023155993,1,Dog
3638,PetImages/Dog/2021.jpg,Dog,0.023134096,1,Dog
3387,PetImages/Dog/1797.jpg,Dog,0.023126174,1,Dog
8687,PetImages/Dog/6567.jpg,Dog,0.023120817,1,Dog
3368,PetImages/Dog/178.jpg,Dog,0.023116972,1,Dog
6041,PetImages/Dog/4185.jpg,Dog,0.023108935,0,Cat
3349,PetImages/Dog/1762.jpg,Dog,0.023090996,1,Dog
6996,PetImages/Dog/5044.jpg,Dog,0.023066184,1,Dog
5572,PetImages/Dog/3763.jpg,Dog,0.023062572,1,Dog
1765,PetImages/Dog/11586.jpg,Dog,0.023059426,1,Dog
785,PetImages/Dog/10703.jpg,Dog,0.023057796,1,Dog
69,PetImages/Dog/10059.jpg,Dog,0.023049524,1,Dog
10045,PetImages/Dog/779.jpg,Dog,0.023035312,1,Dog
3811,PetImages/Dog/2178.jpg,Dog,0.022999547,1,Dog
7591,PetImages/Dog/5580.jpg,Dog,0.02299745,1,Dog
5937,PetImages/Dog/4091.jpg,Dog,0.022978695,0,Cat
6242,PetImages/Dog/4366.jpg,Dog,0.022975083,0,Cat
11983,PetImages/Dog/9533.jpg,Dog,0.022964248,1,Dog
1568,PetImages/Dog/11408.jpg,Dog,0.02291986,1,Dog
6813,PetImages/Dog/4880.jpg,Dog,0.022890732,1,Dog
2783,PetImages/Dog/1252.jpg,Dog,0.02288013,0,Cat
6143,PetImages/Dog/4277.jpg,Dog,0.022870576,1,Dog
3999,PetImages/Dog/2347.jpg,Dog,0.022868013,1,Dog
7565,PetImages/Dog/5557.jpg,Dog,0.022859972,1,Dog
11646,PetImages/Dog/923.jpg,Dog,0.022847855,1,Dog
925,PetImages/Dog/1083.jpg,Dog,0.022819892,1,Dog
6710,PetImages/Dog/4788.jpg,Dog,0.022818027,1,Dog
12497,PetImages/Dog/9997.jpg,Dog,0.022816163,1,Dog
7192,PetImages/Dog/5220.jpg,Dog,0.02281558,1,Dog
12477,PetImages/Dog/9979.jpg,Dog,0.022802996,1,Dog
4304,PetImages/Dog/2621.jpg,Dog,0.022789128,1,Dog
8888,PetImages/Dog/6748.jpg,Dog,0.022778992,1,Dog
6117,PetImages/Dog/4253.jpg,Dog,0.022760697,1,Dog
4035,PetImages/Dog/238.jpg,Dog,0.022756735,1,Dog
4146,PetImages/Dog/248.jpg,Dog,0.022726903,1,Dog
11345,PetImages/Dog/896.jpg,Dog,0.022718396,1,Dog
1893,PetImages/Dog/11700.jpg,Dog,0.022715135,1,Dog
11947,PetImages/Dog/9500.jpg,Dog,0.022712221,1,Dog
9854,PetImages/Dog/7617.jpg,Dog,0.022705344,1,Dog
7088,PetImages/Dog/5127.jpg,Dog,0.022698702,1,Dog
10285,PetImages/Dog/8004.jpg,Dog,0.022671783,1,Dog
6432,PetImages/Dog/4537.jpg,Dog,0.022662226,1,Dog
8149,PetImages/Dog/6082.jpg,Dog,0.022655701,1,Dog
10907,PetImages/Dog/8565.jpg,Dog,0.022630995,1,Dog
6184,PetImages/Dog/4313.jpg,Dog,0.022626799,1,Dog
11939,PetImages/Dog/9494.jpg,Dog,0.022625167,1,Dog
1905,PetImages/Dog/11711.jpg,Dog,0.022599993,1,Dog
12355,PetImages/Dog/9869.jpg,Dog,0.022599177,1,Dog
10018,PetImages/Dog/7765.jpg,Dog,0.022595448,1,Dog
8281,PetImages/Dog/6200.jpg,Dog,0.022582978,1,Dog
9053,PetImages/Dog/6897.jpg,Dog,0.022575635,1,Dog
9991,PetImages/Dog/7740.jpg,Dog,0.022560718,1,Dog
9134,PetImages/Dog/697.jpg,Dog,0.022534028,1,Dog
4883,PetImages/Dog/3142.jpg,Dog,0.022528432,1,Dog
9129,PetImages/Dog/6965.jpg,Dog,0.022504423,1,Dog
4241,PetImages/Dog/2565.jpg,Dog,0.022498477,1,Dog
5810,PetImages/Dog/3978.jpg,Dog,0.022482509,1,Dog
9956,PetImages/Dog/7709.jpg,Dog,0.022472834,1,Dog
12177,PetImages/Dog/9708.jpg,Dog,0.022427725,1,Dog
7240,PetImages/Dog/5264.jpg,Dog,0.022422597,1,Dog
318,PetImages/Dog/10283.jpg,Dog,0.022417117,1,Dog
7739,PetImages/Dog/5713.jpg,Dog,0.022400448,0,Cat
12442,PetImages/Dog/9947.jpg,Dog,0.022398116,1,Dog
9212,PetImages/Dog/7039.jpg,Dog,0.022381913,1,Dog
7861,PetImages/Dog/5823.jpg,Dog,0.022377133,1,Dog
4577,PetImages/Dog/2868.jpg,Dog,0.022365244,1,Dog
2578,PetImages/Dog/12317.jpg,Dog,0.022364428,0,Cat
12199,PetImages/Dog/9728.jpg,Dog,0.022361398,1,Dog
9724,PetImages/Dog/750.jpg,Dog,0.022351604,1,Dog
6099,PetImages/Dog/4237.jpg,Dog,0.022348223,1,Dog
4682,PetImages/Dog/2962.jpg,Dog,0.022346009,1,Dog
11246,PetImages/Dog/8870.jpg,Dog,0.022325957,1,Dog
544,PetImages/Dog/10487.jpg,Dog,0.0223136,1,Dog
4495,PetImages/Dog/2794.jpg,Dog,0.022303225,1,Dog
8600,PetImages/Dog/6489.jpg,Dog,0.022286788,1,Dog
3730,PetImages/Dog/2104.jpg,Dog,0.022285039,0,Cat
1606,PetImages/Dog/11442.jpg,Dog,0.022258224,1,Dog
430,PetImages/Dog/10384.jpg,Dog,0.022247732,1,Dog
11835,PetImages/Dog/940.jpg,Dog,0.02222115,1,Dog
12294,PetImages/Dog/9813.jpg,Dog,0.022214854,1,Dog
3723,PetImages/Dog/2099.jpg,Dog,0.022194799,1,Dog
1964,PetImages/Dog/11765.jpg,Dog,0.022185473,1,Dog
7947,PetImages/Dog/5900.jpg,Dog,0.022184307,0,Cat
1839,PetImages/Dog/11652.jpg,Dog,0.022181274,0,Cat
1953,PetImages/Dog/11755.jpg,Dog,0.02215131,1,Dog
611,PetImages/Dog/10547.jpg,Dog,0.022148512,1,Dog
8527,PetImages/Dog/6422.jpg,Dog,0.02211703,1,Dog
5747,PetImages/Dog/3920.jpg,Dog,0.0221091,1,Dog
11990,PetImages/Dog/954.jpg,Dog,0.02208473,1,Dog
12250,PetImages/Dog/9774.jpg,Dog,0.022075634,1,Dog
11074,PetImages/Dog/8715.jpg,Dog,0.022075169,1,Dog
6657,PetImages/Dog/474.jpg,Dog,0.022040885,1,Dog
6712,PetImages/Dog/479.jpg,Dog,0.022031907,1,Dog
316,PetImages/Dog/10281.jpg,Dog,0.022030273,1,Dog
7024,PetImages/Dog/507.jpg,Dog,0.022024093,1,Dog
5229,PetImages/Dog/3454.jpg,Dog,0.022014182,1,Dog
10823,PetImages/Dog/849.jpg,Dog,0.022009283,1,Dog
7210,PetImages/Dog/5237.jpg,Dog,0.021994824,1,Dog
4484,PetImages/Dog/2784.jpg,Dog,0.021992374,1,Dog
7661,PetImages/Dog/5643.jpg,Dog,0.02197045,1,Dog
11520,PetImages/Dog/9116.jpg,Dog,0.021961238,1,Dog
2948,PetImages/Dog/1400.jpg,Dog,0.021959022,1,Dog
8959,PetImages/Dog/6811.jpg,Dog,0.021892896,1,Dog
3031,PetImages/Dog/1476.jpg,Dog,0.02188928,1,Dog
10386,PetImages/Dog/8096.jpg,Dog,0.0218796,0,Cat
8740,PetImages/Dog/6614.jpg,Dog,0.021873768,1,Dog
1844,PetImages/Dog/11657.jpg,Dog,0.021867353,1,Dog
10689,PetImages/Dog/8369.jpg,Dog,0.021847993,1,Dog
5662,PetImages/Dog/3844.jpg,Dog,0.021845078,1,Dog
12495,PetImages/Dog/9995.jpg,Dog,0.021841696,1,Dog
9557,PetImages/Dog/735.jpg,Dog,0.021833181,1,Dog
5863,PetImages/Dog/4024.jpg,Dog,0.021817435,0,Cat
3627,PetImages/Dog/2011.jpg,Dog,0.02180542,0,Cat
9371,PetImages/Dog/7182.jpg,Dog,0.021798423,1,Dog
6981,PetImages/Dog/5030.jpg,Dog,0.021777079,1,Dog
6168,PetImages/Dog/43.jpg,Dog,0.021776961,0,Cat
6135,PetImages/Dog/427.jpg,Dog,0.021766113,1,Dog
12029,PetImages/Dog/9575.jpg,Dog,0.021753866,1,Dog
5322,PetImages/Dog/3538.jpg,Dog,0.021742085,1,Dog
7619,PetImages/Dog/5605.jpg,Dog,0.021733453,1,Dog
6339,PetImages/Dog/4453.jpg,Dog,0.021715723,0,Cat
11416,PetImages/Dog/9022.jpg,Dog,0.02170884,1,Dog
9763,PetImages/Dog/7535.jpg,Dog,0.021706741,0,Cat
11697,PetImages/Dog/9276.jpg,Dog,0.021700675,1,Dog
10104,PetImages/Dog/7842.jpg,Dog,0.02169776,1,Dog
10058,PetImages/Dog/7800.jpg,Dog,0.02168341,1,Dog
2628,PetImages/Dog/12362.jpg,Dog,0.021664863,1,Dog
11287,PetImages/Dog/8907.jpg,Dog,0.021654947,1,Dog
2738,PetImages/Dog/12461.jpg,Dog,0.021644564,1,Dog
1846,PetImages/Dog/11659.jpg,Dog,0.021643749,1,Dog
10383,PetImages/Dog/8093.jpg,Dog,0.021633482,1,Dog
1284,PetImages/Dog/11152.jpg,Dog,0.021623567,1,Dog
7148,PetImages/Dog/5181.jpg,Dog,0.021615867,1,Dog
1265,PetImages/Dog/11135.jpg,Dog,0.021600818,1,Dog
9909,PetImages/Dog/7667.jpg,Dog,0.021600584,1,Dog
10817,PetImages/Dog/8484.jpg,Dog,0.0216,0,Cat
3768,PetImages/Dog/2139.jpg,Dog,0.021582618,1,Dog
12094,PetImages/Dog/9633.jpg,Dog,0.0215216,1,Dog
